Box Name: 01 Shet-Fei-esai
Data Source: BSH
Data Contact: sst@bsh.de (Tim Kruschke)
Comment/Note: Values given below represent SST for grid boxes averaged over spatial extent and weekly periods. Each given time stamp represents the central date of a 7-day period. Given geographical coordinates are grid box centres. Each grid box is 20 km x 20 km in a Lambert azimuthal equal area projection centered at 56°N, 4°.
Cruise ID / Site ID,Station Name,Year,Month,Day,Hour,Minute,Dec Lat,Dec Lon,Sounding,Pressure,Temp,Temp Flag
NaN,NaN,1996,6,15,12,0,60.0142, 0.9412,NaN,NaN,10.17,8
NaN,NaN,1996,6,15,12,0,60.1758, 0.2024,NaN,NaN, 9.99,8
NaN,NaN,1996,6,15,12,0,60.1854, 0.5634,NaN,NaN,10.09,8
NaN,NaN,1996,6,15,12,0,60.1940, 0.9247,NaN,NaN,10.12,8
NaN,NaN,1996,6,15,12,0,60.3555, 0.1817,NaN,NaN,10.05,8
NaN,NaN,1996,6,15,12,0,60.3651, 0.5447,NaN,NaN,10.15,8
NaN,NaN,1996,6,15,12,0,60.3738, 0.9079,NaN,NaN,10.23,8
NaN,NaN,1996,6,15,12,0,60.5353, 0.1607,NaN,NaN,10.17,8
NaN,NaN,1996,6,15,12,0,60.5449, 0.5257,NaN,NaN,10.27,8
NaN,NaN,1996,6,15,12,0,60.5536, 0.8909,NaN,NaN,10.49,8
NaN,NaN,1996,6,15,12,0,60.7150, 0.1394,NaN,NaN,10.32,8
NaN,NaN,1996,6,15,12,0,60.7247, 0.5065,NaN,NaN,10.36,8
NaN,NaN,1996,6,15,12,0,60.7334, 0.8737,NaN,NaN,10.53,8
NaN,NaN,1996,6,22,12,0,59.8165, 0.2430,NaN,NaN, 9.40,8
NaN,NaN,1996,6,22,12,0,59.8259, 0.6002,NaN,NaN, 9.45,8
NaN,NaN,1996,6,22,12,0,59.8344, 0.9576,NaN,NaN, 9.65,8
NaN,NaN,1996,6,22,12,0,59.9962, 0.2228,NaN,NaN, 9.51,8
NaN,NaN,1996,6,22,12,0,60.0056, 0.5819,NaN,NaN, 9.57,8
NaN,NaN,1996,6,22,12,0,60.0142, 0.9412,NaN,NaN, 9.78,8
NaN,NaN,1996,6,22,12,0,60.1758, 0.2024,NaN,NaN, 9.56,8
NaN,NaN,1996,6,22,12,0,60.1854, 0.5634,NaN,NaN, 9.66,8
NaN,NaN,1996,6,22,12,0,60.1940, 0.9247,NaN,NaN, 9.85,8
NaN,NaN,1996,6,22,12,0,60.3555, 0.1817,NaN,NaN, 9.64,8
NaN,NaN,1996,6,22,12,0,60.3651, 0.5447,NaN,NaN, 9.78,8
NaN,NaN,1996,6,22,12,0,60.3738, 0.9079,NaN,NaN, 9.93,8
NaN,NaN,1996,6,22,12,0,60.5353, 0.1607,NaN,NaN, 9.72,8
NaN,NaN,1996,6,22,12,0,60.5449, 0.5257,NaN,NaN, 9.86,8
NaN,NaN,1996,6,22,12,0,60.5536, 0.8909,NaN,NaN,10.02,8
NaN,NaN,1996,6,22,12,0,60.7150, 0.1394,NaN,NaN, 9.71,8
NaN,NaN,1996,6,22,12,0,60.7247, 0.5065,NaN,NaN, 9.86,8
NaN,NaN,1996,6,22,12,0,60.7334, 0.8737,NaN,NaN,10.03,8
NaN,NaN,1996,6,29,12,0,59.8165, 0.2430,NaN,NaN,10.94,8
NaN,NaN,1996,6,29,12,0,59.8259, 0.6002,NaN,NaN,10.87,8
NaN,NaN,1996,6,29,12,0,59.8344, 0.9576,NaN,NaN,10.77,8
NaN,NaN,1996,6,29,12,0,59.9962, 0.2228,NaN,NaN,10.90,8
NaN,NaN,1996,6,29,12,0,60.0056, 0.5819,NaN,NaN,10.77,8
NaN,NaN,1996,6,29,12,0,60.0142, 0.9412,NaN,NaN,10.68,8
NaN,NaN,1996,6,29,12,0,60.1758, 0.2024,NaN,NaN,10.85,8
NaN,NaN,1996,6,29,12,0,60.1854, 0.5634,NaN,NaN,10.71,8
NaN,NaN,1996,6,29,12,0,60.1940, 0.9247,NaN,NaN,10.60,8
NaN,NaN,1996,6,29,12,0,60.3555, 0.1817,NaN,NaN,10.87,8
NaN,NaN,1996,6,29,12,0,60.3651, 0.5447,NaN,NaN,10.70,8
NaN,NaN,1996,6,29,12,0,60.3738, 0.9079,NaN,NaN,10.56,8
NaN,NaN,1996,6,29,12,0,60.5353, 0.1607,NaN,NaN,10.91,8
NaN,NaN,1996,6,29,12,0,60.5449, 0.5257,NaN,NaN,10.77,8
NaN,NaN,1996,6,29,12,0,60.5536, 0.8909,NaN,NaN,10.66,8
NaN,NaN,1996,6,29,12,0,60.7150, 0.1394,NaN,NaN,10.94,8
NaN,NaN,1996,6,29,12,0,60.7247, 0.5065,NaN,NaN,10.81,8
NaN,NaN,1996,6,29,12,0,60.7334, 0.8737,NaN,NaN,10.70,8
NaN,NaN,1996,7,6,12,0,59.8165, 0.2430,NaN,NaN,11.21,8
NaN,NaN,1996,7,6,12,0,59.8259, 0.6002,NaN,NaN,11.23,8
NaN,NaN,1996,7,6,12,0,59.8344, 0.9576,NaN,NaN,11.23,8
NaN,NaN,1996,7,6,12,0,59.9962, 0.2228,NaN,NaN,11.15,8
NaN,NaN,1996,7,6,12,0,60.0056, 0.5819,NaN,NaN,11.13,8
NaN,NaN,1996,7,6,12,0,60.0142, 0.9412,NaN,NaN,11.15,8
NaN,NaN,1996,7,6,12,0,60.1758, 0.2024,NaN,NaN,11.15,8
NaN,NaN,1996,7,6,12,0,60.1854, 0.5634,NaN,NaN,11.10,8
NaN,NaN,1996,7,6,12,0,60.1940, 0.9247,NaN,NaN,11.08,8
NaN,NaN,1996,7,6,12,0,60.3555, 0.1817,NaN,NaN,11.20,8
NaN,NaN,1996,7,6,12,0,60.3651, 0.5447,NaN,NaN,11.18,8
NaN,NaN,1996,7,6,12,0,60.3738, 0.9079,NaN,NaN,11.23,8
NaN,NaN,1996,7,6,12,0,60.5353, 0.1607,NaN,NaN,11.22,8
NaN,NaN,1996,7,6,12,0,60.5449, 0.5257,NaN,NaN,11.24,8
NaN,NaN,1996,7,6,12,0,60.5536, 0.8909,NaN,NaN,11.37,8
NaN,NaN,1996,7,6,12,0,60.7150, 0.1394,NaN,NaN,11.18,8
NaN,NaN,1996,7,6,12,0,60.7247, 0.5065,NaN,NaN,11.18,8
NaN,NaN,1996,7,6,12,0,60.7334, 0.8737,NaN,NaN,11.23,8
NaN,NaN,1996,7,13,12,0,59.8165, 0.2430,NaN,NaN,11.76,8
NaN,NaN,1996,7,13,12,0,59.8259, 0.6002,NaN,NaN,11.68,8
NaN,NaN,1996,7,13,12,0,59.8344, 0.9576,NaN,NaN,11.60,8
NaN,NaN,1996,7,13,12,0,59.9962, 0.2228,NaN,NaN,11.57,8
NaN,NaN,1996,7,13,12,0,60.0056, 0.5819,NaN,NaN,11.56,8
NaN,NaN,1996,7,13,12,0,60.0142, 0.9412,NaN,NaN,11.61,8
NaN,NaN,1996,7,13,12,0,60.1758, 0.2024,NaN,NaN,11.53,8
NaN,NaN,1996,7,13,12,0,60.1854, 0.5634,NaN,NaN,11.48,8
NaN,NaN,1996,7,13,12,0,60.1940, 0.9247,NaN,NaN,11.50,8
NaN,NaN,1996,7,13,12,0,60.3555, 0.1817,NaN,NaN,11.63,8
NaN,NaN,1996,7,13,12,0,60.3651, 0.5447,NaN,NaN,11.59,8
NaN,NaN,1996,7,13,12,0,60.3738, 0.9079,NaN,NaN,11.53,8
NaN,NaN,1996,7,13,12,0,60.5353, 0.1607,NaN,NaN,11.70,8
NaN,NaN,1996,7,13,12,0,60.5449, 0.5257,NaN,NaN,11.71,8
NaN,NaN,1996,7,13,12,0,60.5536, 0.8909,NaN,NaN,11.62,8
NaN,NaN,1996,7,13,12,0,60.7150, 0.1394,NaN,NaN,11.69,8
NaN,NaN,1996,7,13,12,0,60.7247, 0.5065,NaN,NaN,11.71,8
NaN,NaN,1996,7,13,12,0,60.7334, 0.8737,NaN,NaN,11.65,8
NaN,NaN,1996,7,20,12,0,59.8165, 0.2430,NaN,NaN,12.34,8
NaN,NaN,1996,7,20,12,0,59.8259, 0.6002,NaN,NaN,12.26,8
NaN,NaN,1996,7,20,12,0,59.8344, 0.9576,NaN,NaN,12.52,8
NaN,NaN,1996,7,20,12,0,59.9962, 0.2228,NaN,NaN,12.72,8
NaN,NaN,1996,7,20,12,0,60.0056, 0.5819,NaN,NaN,12.50,8
NaN,NaN,1996,7,20,12,0,60.0142, 0.9412,NaN,NaN,12.68,8
NaN,NaN,1996,7,20,12,0,60.1758, 0.2024,NaN,NaN,12.74,8
NaN,NaN,1996,7,20,12,0,60.1854, 0.5634,NaN,NaN,12.55,8
NaN,NaN,1996,7,20,12,0,60.1940, 0.9247,NaN,NaN,12.83,8
NaN,NaN,1996,7,20,12,0,60.3555, 0.1817,NaN,NaN,12.60,8
NaN,NaN,1996,7,20,12,0,60.3651, 0.5447,NaN,NaN,12.52,8
NaN,NaN,1996,7,20,12,0,60.3738, 0.9079,NaN,NaN,12.70,8
NaN,NaN,1996,7,20,12,0,60.5353, 0.1607,NaN,NaN,12.19,8
NaN,NaN,1996,7,20,12,0,60.5449, 0.5257,NaN,NaN,12.43,8
NaN,NaN,1996,7,20,12,0,60.5536, 0.8909,NaN,NaN,12.59,8
NaN,NaN,1996,7,20,12,0,60.7150, 0.1394,NaN,NaN,11.77,8
NaN,NaN,1996,7,20,12,0,60.7247, 0.5065,NaN,NaN,12.19,8
NaN,NaN,1996,7,20,12,0,60.7334, 0.8737,NaN,NaN,12.46,8
NaN,NaN,1996,7,27,12,0,59.8165, 0.2430,NaN,NaN,12.04,8
NaN,NaN,1996,7,27,12,0,59.8259, 0.6002,NaN,NaN,12.17,8
NaN,NaN,1996,7,27,12,0,59.8344, 0.9576,NaN,NaN,12.35,8
NaN,NaN,1996,7,27,12,0,59.9962, 0.2228,NaN,NaN,11.92,8
NaN,NaN,1996,7,27,12,0,60.0056, 0.5819,NaN,NaN,12.04,8
NaN,NaN,1996,7,27,12,0,60.0142, 0.9412,NaN,NaN,12.25,8
NaN,NaN,1996,7,27,12,0,60.1758, 0.2024,NaN,NaN,11.88,8
NaN,NaN,1996,7,27,12,0,60.1854, 0.5634,NaN,NaN,11.93,8
NaN,NaN,1996,7,27,12,0,60.1940, 0.9247,NaN,NaN,12.12,8
NaN,NaN,1996,7,27,12,0,60.3555, 0.1817,NaN,NaN,11.88,8
NaN,NaN,1996,7,27,12,0,60.3651, 0.5447,NaN,NaN,11.89,8
NaN,NaN,1996,7,27,12,0,60.3738, 0.9079,NaN,NaN,12.08,8
NaN,NaN,1996,7,27,12,0,60.5353, 0.1607,NaN,NaN,11.97,8
NaN,NaN,1996,7,27,12,0,60.5449, 0.5257,NaN,NaN,12.01,8
NaN,NaN,1996,7,27,12,0,60.5536, 0.8909,NaN,NaN,12.16,8
NaN,NaN,1996,7,27,12,0,60.7150, 0.1394,NaN,NaN,12.03,8
NaN,NaN,1996,7,27,12,0,60.7247, 0.5065,NaN,NaN,12.11,8
NaN,NaN,1996,7,27,12,0,60.7334, 0.8737,NaN,NaN,12.21,8
NaN,NaN,1996,8,3,12,0,59.8165, 0.2430,NaN,NaN,12.68,8
NaN,NaN,1996,8,3,12,0,59.8259, 0.6002,NaN,NaN,12.77,8
NaN,NaN,1996,8,3,12,0,59.8344, 0.9576,NaN,NaN,12.87,8
NaN,NaN,1996,8,3,12,0,59.9962, 0.2228,NaN,NaN,12.55,8
NaN,NaN,1996,8,3,12,0,60.0056, 0.5819,NaN,NaN,12.70,8
NaN,NaN,1996,8,3,12,0,60.0142, 0.9412,NaN,NaN,12.83,8
NaN,NaN,1996,8,3,12,0,60.1758, 0.2024,NaN,NaN,12.43,8
NaN,NaN,1996,8,3,12,0,60.1854, 0.5634,NaN,NaN,12.63,8
NaN,NaN,1996,8,3,12,0,60.1940, 0.9247,NaN,NaN,12.75,8
NaN,NaN,1996,8,3,12,0,60.3555, 0.1817,NaN,NaN,12.37,8
NaN,NaN,1996,8,3,12,0,60.3651, 0.5447,NaN,NaN,12.57,8
NaN,NaN,1996,8,3,12,0,60.3738, 0.9079,NaN,NaN,12.70,8
NaN,NaN,1996,8,3,12,0,60.5353, 0.1607,NaN,NaN,12.34,8
NaN,NaN,1996,8,3,12,0,60.5449, 0.5257,NaN,NaN,12.54,8
NaN,NaN,1996,8,3,12,0,60.5536, 0.8909,NaN,NaN,12.69,8
NaN,NaN,1996,8,3,12,0,60.7150, 0.1394,NaN,NaN,12.39,8
NaN,NaN,1996,8,3,12,0,60.7247, 0.5065,NaN,NaN,12.56,8
NaN,NaN,1996,8,3,12,0,60.7334, 0.8737,NaN,NaN,12.67,8
NaN,NaN,1996,8,10,12,0,59.8165, 0.2430,NaN,NaN,12.96,8
NaN,NaN,1996,8,10,12,0,59.8259, 0.6002,NaN,NaN,13.22,8
NaN,NaN,1996,8,10,12,0,59.8344, 0.9576,NaN,NaN,13.48,8
NaN,NaN,1996,8,10,12,0,59.9962, 0.2228,NaN,NaN,13.09,8
NaN,NaN,1996,8,10,12,0,60.0056, 0.5819,NaN,NaN,13.40,8
NaN,NaN,1996,8,10,12,0,60.0142, 0.9412,NaN,NaN,13.63,8
NaN,NaN,1996,8,10,12,0,60.1758, 0.2024,NaN,NaN,13.19,8
NaN,NaN,1996,8,10,12,0,60.1854, 0.5634,NaN,NaN,13.40,8
NaN,NaN,1996,8,10,12,0,60.1940, 0.9247,NaN,NaN,13.55,8
NaN,NaN,1996,8,10,12,0,60.3555, 0.1817,NaN,NaN,13.28,8
NaN,NaN,1996,8,10,12,0,60.3651, 0.5447,NaN,NaN,13.25,8
NaN,NaN,1996,8,10,12,0,60.3738, 0.9079,NaN,NaN,13.37,8
NaN,NaN,1996,8,10,12,0,60.5353, 0.1607,NaN,NaN,13.34,8
NaN,NaN,1996,8,10,12,0,60.5449, 0.5257,NaN,NaN,13.32,8
NaN,NaN,1996,8,10,12,0,60.5536, 0.8909,NaN,NaN,13.30,8
NaN,NaN,1996,8,10,12,0,60.7150, 0.1394,NaN,NaN,13.22,8
NaN,NaN,1996,8,10,12,0,60.7247, 0.5065,NaN,NaN,13.26,8
NaN,NaN,1996,8,10,12,0,60.7334, 0.8737,NaN,NaN,13.23,8
NaN,NaN,1996,8,17,12,0,59.8165, 0.2430,NaN,NaN,12.91,8
NaN,NaN,1996,8,17,12,0,59.8259, 0.6002,NaN,NaN,13.17,8
NaN,NaN,1996,8,17,12,0,59.8344, 0.9576,NaN,NaN,13.34,8
NaN,NaN,1996,8,17,12,0,59.9962, 0.2228,NaN,NaN,13.04,8
NaN,NaN,1996,8,17,12,0,60.0056, 0.5819,NaN,NaN,13.33,8
NaN,NaN,1996,8,17,12,0,60.0142, 0.9412,NaN,NaN,13.47,8
NaN,NaN,1996,8,17,12,0,60.1758, 0.2024,NaN,NaN,13.01,8
NaN,NaN,1996,8,17,12,0,60.1854, 0.5634,NaN,NaN,13.30,8
NaN,NaN,1996,8,17,12,0,60.1940, 0.9247,NaN,NaN,13.46,8
NaN,NaN,1996,8,17,12,0,60.3555, 0.1817,NaN,NaN,13.01,8
NaN,NaN,1996,8,17,12,0,60.3651, 0.5447,NaN,NaN,13.31,8
NaN,NaN,1996,8,17,12,0,60.3738, 0.9079,NaN,NaN,13.47,8
NaN,NaN,1996,8,17,12,0,60.5353, 0.1607,NaN,NaN,13.07,8
NaN,NaN,1996,8,17,12,0,60.5449, 0.5257,NaN,NaN,13.37,8
NaN,NaN,1996,8,17,12,0,60.5536, 0.8909,NaN,NaN,13.53,8
NaN,NaN,1996,8,17,12,0,60.7150, 0.1394,NaN,NaN,13.19,8
NaN,NaN,1996,8,17,12,0,60.7247, 0.5065,NaN,NaN,13.41,8
NaN,NaN,1996,8,17,12,0,60.7334, 0.8737,NaN,NaN,13.48,8
NaN,NaN,1996,8,24,12,0,59.8165, 0.2430,NaN,NaN,14.69,8
NaN,NaN,1996,8,24,12,0,59.8259, 0.6002,NaN,NaN,14.65,8
NaN,NaN,1996,8,24,12,0,59.8344, 0.9576,NaN,NaN,14.57,8
NaN,NaN,1996,8,24,12,0,59.9962, 0.2228,NaN,NaN,14.45,8
NaN,NaN,1996,8,24,12,0,60.0056, 0.5819,NaN,NaN,14.61,8
NaN,NaN,1996,8,24,12,0,60.0142, 0.9412,NaN,NaN,14.65,8
NaN,NaN,1996,8,24,12,0,60.1758, 0.2024,NaN,NaN,14.18,8
NaN,NaN,1996,8,24,12,0,60.1854, 0.5634,NaN,NaN,14.46,8
NaN,NaN,1996,8,24,12,0,60.1940, 0.9247,NaN,NaN,14.58,8
NaN,NaN,1996,8,24,12,0,60.3555, 0.1817,NaN,NaN,13.84,8
NaN,NaN,1996,8,24,12,0,60.3651, 0.5447,NaN,NaN,14.26,8
NaN,NaN,1996,8,24,12,0,60.3738, 0.9079,NaN,NaN,14.43,8
NaN,NaN,1996,8,24,12,0,60.5353, 0.1607,NaN,NaN,13.72,8
NaN,NaN,1996,8,24,12,0,60.5449, 0.5257,NaN,NaN,14.19,8
NaN,NaN,1996,8,24,12,0,60.5536, 0.8909,NaN,NaN,14.43,8
NaN,NaN,1996,8,24,12,0,60.7150, 0.1394,NaN,NaN,13.69,8
NaN,NaN,1996,8,24,12,0,60.7247, 0.5065,NaN,NaN,14.15,8
NaN,NaN,1996,8,24,12,0,60.7334, 0.8737,NaN,NaN,14.40,8
NaN,NaN,1996,8,31,12,0,59.8165, 0.2430,NaN,NaN,14.66,8
NaN,NaN,1996,8,31,12,0,59.8259, 0.6002,NaN,NaN,14.69,8
NaN,NaN,1996,8,31,12,0,59.8344, 0.9576,NaN,NaN,14.61,8
NaN,NaN,1996,8,31,12,0,59.9962, 0.2228,NaN,NaN,14.59,8
NaN,NaN,1996,8,31,12,0,60.0056, 0.5819,NaN,NaN,14.73,8
NaN,NaN,1996,8,31,12,0,60.0142, 0.9412,NaN,NaN,14.59,8
NaN,NaN,1996,8,31,12,0,60.1758, 0.2024,NaN,NaN,14.44,8
NaN,NaN,1996,8,31,12,0,60.1854, 0.5634,NaN,NaN,14.65,8
NaN,NaN,1996,8,31,12,0,60.1940, 0.9247,NaN,NaN,14.65,8
NaN,NaN,1996,8,31,12,0,60.3555, 0.1817,NaN,NaN,13.92,8
NaN,NaN,1996,8,31,12,0,60.3651, 0.5447,NaN,NaN,14.31,8
NaN,NaN,1996,8,31,12,0,60.3738, 0.9079,NaN,NaN,14.62,8
NaN,NaN,1996,8,31,12,0,60.5353, 0.1607,NaN,NaN,13.67,8
NaN,NaN,1996,8,31,12,0,60.5449, 0.5257,NaN,NaN,14.03,8
NaN,NaN,1996,8,31,12,0,60.5536, 0.8909,NaN,NaN,14.39,8
NaN,NaN,1996,8,31,12,0,60.7150, 0.1394,NaN,NaN,13.90,8
NaN,NaN,1996,8,31,12,0,60.7247, 0.5065,NaN,NaN,14.19,8
NaN,NaN,1996,8,31,12,0,60.7334, 0.8737,NaN,NaN,14.33,8
NaN,NaN,1996,9,7,12,0,59.8165, 0.2430,NaN,NaN,14.16,8
NaN,NaN,1996,9,7,12,0,59.8259, 0.6002,NaN,NaN,13.97,8
NaN,NaN,1996,9,7,12,0,59.8344, 0.9576,NaN,NaN,13.71,8
NaN,NaN,1996,9,7,12,0,59.9962, 0.2228,NaN,NaN,13.92,8
NaN,NaN,1996,9,7,12,0,60.0056, 0.5819,NaN,NaN,13.86,8
NaN,NaN,1996,9,7,12,0,60.0142, 0.9412,NaN,NaN,13.75,8
NaN,NaN,1996,9,7,12,0,60.1758, 0.2024,NaN,NaN,13.72,8
NaN,NaN,1996,9,7,12,0,60.1854, 0.5634,NaN,NaN,13.77,8
NaN,NaN,1996,9,7,12,0,60.1940, 0.9247,NaN,NaN,13.75,8
NaN,NaN,1996,9,7,12,0,60.3555, 0.1817,NaN,NaN,13.50,8
NaN,NaN,1996,9,7,12,0,60.3651, 0.5447,NaN,NaN,13.68,8
NaN,NaN,1996,9,7,12,0,60.3738, 0.9079,NaN,NaN,13.73,8
NaN,NaN,1996,9,7,12,0,60.5353, 0.1607,NaN,NaN,13.36,8
NaN,NaN,1996,9,7,12,0,60.5449, 0.5257,NaN,NaN,13.57,8
NaN,NaN,1996,9,7,12,0,60.5536, 0.8909,NaN,NaN,13.65,8
NaN,NaN,1996,9,7,12,0,60.7150, 0.1394,NaN,NaN,13.41,8
NaN,NaN,1996,9,7,12,0,60.7247, 0.5065,NaN,NaN,13.52,8
NaN,NaN,1996,9,7,12,0,60.7334, 0.8737,NaN,NaN,13.55,8
NaN,NaN,1996,9,14,12,0,59.8165, 0.2430,NaN,NaN,13.37,8
NaN,NaN,1996,9,14,12,0,59.8259, 0.6002,NaN,NaN,13.25,8
NaN,NaN,1996,9,14,12,0,59.8344, 0.9576,NaN,NaN,13.11,8
NaN,NaN,1996,9,14,12,0,59.9962, 0.2228,NaN,NaN,13.20,8
NaN,NaN,1996,9,14,12,0,60.0056, 0.5819,NaN,NaN,13.17,8
NaN,NaN,1996,9,14,12,0,60.0142, 0.9412,NaN,NaN,13.13,8
NaN,NaN,1996,9,14,12,0,60.1758, 0.2024,NaN,NaN,12.99,8
NaN,NaN,1996,9,14,12,0,60.1854, 0.5634,NaN,NaN,13.04,8
NaN,NaN,1996,9,14,12,0,60.1940, 0.9247,NaN,NaN,13.09,8
NaN,NaN,1996,9,14,12,0,60.3555, 0.1817,NaN,NaN,12.99,8
NaN,NaN,1996,9,14,12,0,60.3651, 0.5447,NaN,NaN,13.04,8
NaN,NaN,1996,9,14,12,0,60.3738, 0.9079,NaN,NaN,13.08,8
NaN,NaN,1996,9,14,12,0,60.5353, 0.1607,NaN,NaN,13.07,8
NaN,NaN,1996,9,14,12,0,60.5449, 0.5257,NaN,NaN,13.10,8
NaN,NaN,1996,9,14,12,0,60.5536, 0.8909,NaN,NaN,13.08,8
NaN,NaN,1996,9,14,12,0,60.7150, 0.1394,NaN,NaN,13.12,8
NaN,NaN,1996,9,14,12,0,60.7247, 0.5065,NaN,NaN,13.11,8
NaN,NaN,1996,9,14,12,0,60.7334, 0.8737,NaN,NaN,13.08,8
NaN,NaN,1996,9,21,12,0,59.8165, 0.2430,NaN,NaN,12.92,8
NaN,NaN,1996,9,21,12,0,59.8259, 0.6002,NaN,NaN,12.98,8
NaN,NaN,1996,9,21,12,0,59.8344, 0.9576,NaN,NaN,13.23,8
NaN,NaN,1996,9,21,12,0,59.9962, 0.2228,NaN,NaN,12.89,8
NaN,NaN,1996,9,21,12,0,60.0056, 0.5819,NaN,NaN,12.86,8
NaN,NaN,1996,9,21,12,0,60.0142, 0.9412,NaN,NaN,13.13,8
NaN,NaN,1996,9,21,12,0,60.1758, 0.2024,NaN,NaN,12.80,8
NaN,NaN,1996,9,21,12,0,60.1854, 0.5634,NaN,NaN,12.73,8
NaN,NaN,1996,9,21,12,0,60.1940, 0.9247,NaN,NaN,12.95,8
NaN,NaN,1996,9,21,12,0,60.3555, 0.1817,NaN,NaN,12.80,8
NaN,NaN,1996,9,21,12,0,60.3651, 0.5447,NaN,NaN,12.74,8
NaN,NaN,1996,9,21,12,0,60.3738, 0.9079,NaN,NaN,12.84,8
NaN,NaN,1996,9,21,12,0,60.5353, 0.1607,NaN,NaN,12.75,8
NaN,NaN,1996,9,21,12,0,60.5449, 0.5257,NaN,NaN,12.71,8
NaN,NaN,1996,9,21,12,0,60.5536, 0.8909,NaN,NaN,12.70,8
NaN,NaN,1996,9,21,12,0,60.7150, 0.1394,NaN,NaN,12.68,8
NaN,NaN,1996,9,21,12,0,60.7247, 0.5065,NaN,NaN,12.75,8
NaN,NaN,1996,9,21,12,0,60.7334, 0.8737,NaN,NaN,12.78,8
NaN,NaN,1996,9,28,12,0,59.8165, 0.2430,NaN,NaN,12.26,8
NaN,NaN,1996,9,28,12,0,59.8259, 0.6002,NaN,NaN,12.45,8
NaN,NaN,1996,9,28,12,0,59.8344, 0.9576,NaN,NaN,12.65,8
NaN,NaN,1996,9,28,12,0,59.9962, 0.2228,NaN,NaN,12.21,8
NaN,NaN,1996,9,28,12,0,60.0056, 0.5819,NaN,NaN,12.43,8
NaN,NaN,1996,9,28,12,0,60.0142, 0.9412,NaN,NaN,12.62,8
NaN,NaN,1996,9,28,12,0,60.1758, 0.2024,NaN,NaN,12.19,8
NaN,NaN,1996,9,28,12,0,60.1854, 0.5634,NaN,NaN,12.39,8
NaN,NaN,1996,9,28,12,0,60.1940, 0.9247,NaN,NaN,12.54,8
NaN,NaN,1996,9,28,12,0,60.3555, 0.1817,NaN,NaN,12.18,8
NaN,NaN,1996,9,28,12,0,60.3651, 0.5447,NaN,NaN,12.31,8
NaN,NaN,1996,9,28,12,0,60.3738, 0.9079,NaN,NaN,12.38,8
NaN,NaN,1996,9,28,12,0,60.5353, 0.1607,NaN,NaN,12.20,8
NaN,NaN,1996,9,28,12,0,60.5449, 0.5257,NaN,NaN,12.23,8
NaN,NaN,1996,9,28,12,0,60.5536, 0.8909,NaN,NaN,12.20,8
NaN,NaN,1996,9,28,12,0,60.7150, 0.1394,NaN,NaN,12.24,8
NaN,NaN,1996,9,28,12,0,60.7247, 0.5065,NaN,NaN,12.20,8
NaN,NaN,1996,9,28,12,0,60.7334, 0.8737,NaN,NaN,12.07,8
NaN,NaN,1996,10,5,12,0,59.8165, 0.2430,NaN,NaN,11.63,8
NaN,NaN,1996,10,5,12,0,59.8259, 0.6002,NaN,NaN,11.73,8
NaN,NaN,1996,10,5,12,0,59.8344, 0.9576,NaN,NaN,11.81,8
NaN,NaN,1996,10,5,12,0,59.9962, 0.2228,NaN,NaN,11.71,8
NaN,NaN,1996,10,5,12,0,60.0056, 0.5819,NaN,NaN,11.79,8
NaN,NaN,1996,10,5,12,0,60.0142, 0.9412,NaN,NaN,11.86,8
NaN,NaN,1996,10,5,12,0,60.1758, 0.2024,NaN,NaN,11.78,8
NaN,NaN,1996,10,5,12,0,60.1854, 0.5634,NaN,NaN,11.85,8
NaN,NaN,1996,10,5,12,0,60.1940, 0.9247,NaN,NaN,11.91,8
NaN,NaN,1996,10,5,12,0,60.3555, 0.1817,NaN,NaN,11.83,8
NaN,NaN,1996,10,5,12,0,60.3651, 0.5447,NaN,NaN,11.89,8
NaN,NaN,1996,10,5,12,0,60.3738, 0.9079,NaN,NaN,11.90,8
NaN,NaN,1996,10,5,12,0,60.5353, 0.1607,NaN,NaN,11.83,8
NaN,NaN,1996,10,5,12,0,60.5449, 0.5257,NaN,NaN,11.85,8
NaN,NaN,1996,10,5,12,0,60.5536, 0.8909,NaN,NaN,11.85,8
NaN,NaN,1996,10,5,12,0,60.7150, 0.1394,NaN,NaN,11.77,8
NaN,NaN,1996,10,5,12,0,60.7247, 0.5065,NaN,NaN,11.69,8
NaN,NaN,1996,10,5,12,0,60.7334, 0.8737,NaN,NaN,11.74,8
NaN,NaN,1996,10,12,12,0,59.8165, 0.2430,NaN,NaN,11.50,8
NaN,NaN,1996,10,12,12,0,59.8259, 0.6002,NaN,NaN,11.53,8
NaN,NaN,1996,10,12,12,0,59.8344, 0.9576,NaN,NaN,11.56,8
NaN,NaN,1996,10,12,12,0,59.9962, 0.2228,NaN,NaN,11.54,8
NaN,NaN,1996,10,12,12,0,60.0056, 0.5819,NaN,NaN,11.55,8
NaN,NaN,1996,10,12,12,0,60.0142, 0.9412,NaN,NaN,11.54,8
NaN,NaN,1996,10,12,12,0,60.1758, 0.2024,NaN,NaN,11.60,8
NaN,NaN,1996,10,12,12,0,60.1854, 0.5634,NaN,NaN,11.54,8
NaN,NaN,1996,10,12,12,0,60.1940, 0.9247,NaN,NaN,11.47,8
NaN,NaN,1996,10,12,12,0,60.3555, 0.1817,NaN,NaN,11.56,8
NaN,NaN,1996,10,12,12,0,60.3651, 0.5447,NaN,NaN,11.45,8
