Station Description:,38a Oceanographic Mooring
2005.156,8.500
2005.158,8.500
2005.169,8.250
2005.172,8.263
2005.175,8.150
2005.178,8.100
2005.181,8.288
2005.183,8.163
2005.186,8.113
2005.189,8.113
2005.192,8.225
2005.194,8.100
2005.197,8.063
2005.200,8.013
2005.203,8.075
2005.206,8.100
2005.208,8.100
2005.211,8.113
2005.214,8.263
2005.217,8.363
2005.219,8.388
2005.222,8.500
2005.225,8.500
2005.228,8.500
2005.231,8.500
2005.233,8.663
2005.236,8.588
2005.239,8.588
2005.242,8.613
2005.244,8.600
2005.247,8.625
2005.250,8.625
2005.250,8.625
2005.253,8.863
2005.256,8.925
2005.258,8.700
2005.261,8.600
2005.264,8.600
2005.267,8.513
2005.269,8.500
2005.272,8.500
2005.275,8.563
2005.278,8.588
2005.281,8.638
2005.283,8.663
2005.286,8.613
2005.289,8.500
2005.292,8.513
2005.294,8.500
2005.297,8.500
2005.300,8.525
2005.303,8.500
2005.306,8.638
2005.308,8.663
2005.311,8.675
2005.314,8.725
2005.317,8.850
2005.319,9.100
2005.322,9.225
2005.325,9.100
2005.328,9.313
2005.331,9.825
2005.333,9.738
2005.336,9.413
2005.339,9.588
2005.342,9.725
2005.344,9.938
2005.347,9.988
2005.350,10.000
2005.353,9.975
2005.356,9.925
2005.358,10.113
2005.361,10.313
2005.364,10.538
2005.367,10.088
2005.369,9.963
2005.372,10.475
2005.375,10.413
2005.378,10.225
2005.381,10.200
2005.383,10.300
2005.386,10.375
2005.389,10.550
2005.392,10.925
2005.394,10.713
2005.397,10.975
2005.400,10.825
2005.403,10.960
2005.406,11.175
2005.408,11.025
2005.411,11.088
2005.414,11.525
2005.417,11.763
2005.417,11.713
2005.419,11.738
2005.422,11.613
2005.425,11.788
2005.428,12.325
2005.431,12.413
2005.433,12.525
2005.436,12.825
2005.439,13.425
2005.442,13.188
2005.444,13.400
2005.447,13.213
2005.450,12.488
2005.453,12.238
2005.456,12.363
2005.458,12.500
2005.461,12.675
2005.464,12.838
2005.467,13.713
2005.469,13.725
2005.472,14.038
2005.475,14.025
2005.478,13.888
2005.481,13.963
2005.483,13.925
2005.486,14.188
2005.489,15.175
2005.492,14.850
2005.494,14.800
2005.497,14.900
2005.500,14.713
2005.503,14.788
2005.506,13.988
2005.508,13.950
2005.511,13.338
2005.514,13.375
2005.517,13.938
2005.519,14.575
2005.522,14.838
2005.525,16.075
2005.528,17.163
2005.531,17.563
2005.533,16.313
2005.536,16.175
2005.539,15.725
2005.542,15.800
2005.544,15.788
2005.547,14.788
2005.550,14.700
2005.553,14.250
2005.556,15.025
2005.558,15.825
2005.561,14.738
2005.564,14.913
2005.567,15.600
2005.569,15.850
2005.572,15.463
2005.575,13.138
2005.578,13.338
2005.581,14.513
2005.583,14.875
2005.583,14.713
2005.586,14.400
2005.589,14.300
2005.592,14.450
2005.594,14.425
2005.597,14.725
2005.600,15.100
2005.603,15.450
2005.606,15.575
2005.608,15.675
2005.611,15.838
2005.614,15.650
2005.617,15.388
2005.619,15.413
2005.622,15.588
2005.625,15.413
2005.628,14.775
2005.631,14.850
2005.633,15.538
2005.636,15.617
2005.639,15.400
2005.642,15.350
2005.644,14.963
2005.647,14.563
2005.650,14.400
2005.653,14.288
2005.656,14.200
2005.658,14.325
2005.661,14.525
2005.664,14.588
2005.667,14.975
2005.667,14.713
2005.669,14.550
2005.672,14.713
2005.675,14.975
2005.678,15.388
2005.681,15.588
2005.683,15.713
2005.686,15.663
2005.689,15.413
2005.692,15.088
2005.694,15.063
2005.697,15.263
2005.700,15.275
2005.703,15.150
2005.706,14.963
2005.708,14.750
2005.711,14.700
2005.714,14.775
2005.717,14.700
2005.719,14.625
2005.722,14.700
2005.725,14.525
2005.728,14.513
2005.731,14.500
2005.733,14.425
2005.736,14.350
2005.739,14.288
2005.742,14.200
2005.744,14.150
2005.747,14.200
2005.750,14.200
2005.753,14.200
2005.756,14.200
2005.758,14.175
2005.761,14.150
2005.764,14.075
2005.767,14.063
2005.769,14.013
2005.772,13.925
2005.775,13.900
2005.778,14.063
2005.781,14.200
2005.783,14.200
2005.786,14.113
2005.789,14.150
2005.792,14.138
2005.794,14.125
2005.797,14.075
2005.800,13.963
2005.803,13.925
2005.806,13.925
2005.808,13.925
2005.811,13.875
2005.814,13.800
2005.817,13.800
2005.819,13.800
2005.822,13.800
2005.825,13.800
2005.828,13.800
2005.831,13.763
2005.833,13.738
2005.833,13.675
2005.836,13.700
2005.839,13.725
2005.842,13.638
2005.844,13.600
2005.847,13.600
2005.850,13.475
2005.853,13.363
2005.856,13.300
2005.858,13.300
2005.861,13.300
2005.864,13.163
2005.867,12.938
2005.869,13.038
2005.872,13.000
2005.875,13.000
2005.878,13.025
2005.881,12.938
2005.883,12.863
2005.886,12.825
2005.889,12.800
2005.892,12.725
2005.894,12.650
2005.897,12.625
2005.900,12.463
2005.903,12.200
2005.906,12.213
2005.908,12.238
2005.911,12.200
2005.914,12.200
2005.917,12.163
2005.919,12.100
2005.922,12.100
2005.925,12.100
2005.928,12.000
2005.931,11.900
2005.933,11.888
2005.936,11.838
2005.939,11.875
2005.942,11.900
2005.944,11.813
2005.947,11.613
2005.950,11.550
2005.953,11.538
2005.956,11.500
2005.958,11.488
2005.961,11.400
2005.964,11.400
2005.967,11.388
2005.969,11.313
2005.972,11.313
2005.975,11.275
2005.978,11.200
2005.981,11.113
2005.983,11.125
2005.986,11.150
2005.989,11.113
2005.992,11.000
2005.994,10.950
2005.997,11.075
2006.000,11.063
2006.000,10.750
2006.003,10.775
2006.006,10.738
2006.008,10.725
2006.011,10.713
2006.014,10.700
2006.017,10.700
2006.019,10.663
2006.022,10.560
2006.025,10.500
2006.028,10.313
2006.031,10.300
2006.033,10.300
2006.036,10.375
2006.039,10.375
2006.042,10.313
2006.044,10.300
2006.047,10.300
2006.050,10.300
2006.053,10.250
2006.056,10.150
2006.058,10.100
2006.061,9.988
2006.064,9.888
2006.067,9.800
2006.069,9.800
2006.072,9.800
2006.075,9.800
2006.078,9.763
2006.081,9.688
2006.083,9.738
2006.083,9.688
2006.086,9.613
2006.089,9.663
2006.092,9.625
2006.094,9.613
2006.097,9.600
2006.100,9.488
2006.103,9.450
2006.106,9.325
2006.108,9.313
2006.111,9.250
2006.114,8.975
2006.117,8.867
2006.247,8.200
2006.250,8.100
2006.250,8.050
2006.253,7.950
2006.256,7.988
2006.258,8.025
2006.261,8.038
2006.264,8.088
2006.267,8.000
2006.269,7.938
2006.272,7.925
2006.275,8.100
2006.278,8.163
2006.281,8.200
2006.283,8.200
2006.286,8.300
2006.289,8.375
2006.292,8.588
2006.294,8.325
2006.297,8.338
2006.300,8.763
2006.303,8.875
2006.306,8.913
2006.308,8.975
2006.311,9.100
2006.314,9.125
2006.317,8.900
2006.319,8.938
2006.322,9.150
2006.325,9.200
2006.328,9.225
2006.331,9.175
2006.333,9.175
2006.336,9.000
2006.339,8.938
2006.342,9.063
2006.344,9.013
2006.347,9.138
2006.350,9.675
2006.353,9.638
2006.356,10.025
2006.358,10.538
2006.361,11.100
2006.364,11.825
2006.367,11.000
2006.369,10.913
2006.372,10.913
2006.375,10.938
2006.378,10.925
2006.381,10.550
2006.383,10.713
2006.386,10.975
2006.389,10.763
2006.392,10.250
2006.394,10.113
2006.397,10.425
2006.400,10.500
2006.403,10.950
2006.406,10.938
2006.408,10.875
2006.411,10.700
2006.414,10.500
2006.417,10.763
2006.417,11.313
2006.419,11.713
2006.422,12.000
2006.425,12.675
2006.428,13.050
2006.431,13.713
2006.433,13.938
2006.436,14.550
2006.439,14.988
2006.442,14.550
2006.444,13.738
2006.447,13.850
2006.450,14.013
2006.453,14.425
2006.456,14.800
2006.458,14.400
2006.461,14.363
2006.464,14.250
2006.467,13.900
2006.469,13.863
2006.472,12.850
2006.475,11.925
2006.478,12.013
2006.481,12.025
2006.483,11.825
2006.486,11.750
2006.489,12.513
2006.492,12.713
2006.494,12.675
2006.497,12.963
2006.500,13.288
2006.503,13.625
2006.506,13.763
2006.508,14.050
2006.511,14.988
2006.514,15.100
2006.517,14.700
2006.519,14.413
2006.522,13.288
2006.525,13.300
2006.528,13.500
2006.531,13.513
2006.533,13.675
2006.536,14.263
2006.539,14.463
2006.542,14.750
2006.544,15.738
2006.547,16.488
2006.550,16.463
2006.553,16.538
2006.556,16.588
2006.558,16.650
2006.561,16.813
2006.564,17.013
2006.567,17.588
2006.569,17.688
2006.572,17.638
2006.575,17.963
2006.578,17.313
2006.581,16.263
2006.583,15.913
2006.583,15.313
2006.586,15.338
2006.589,15.913
2006.592,15.875
2006.594,16.163
2006.597,15.875
2006.600,15.825
2006.603,15.800
2006.606,15.663
2006.608,15.438
2006.611,15.213
2006.614,15.338
2006.617,15.350
2006.619,15.450
2006.622,15.263
2006.625,14.888
2006.628,14.875
2006.631,15.238
2006.633,15.613
2006.636,15.086
2006.639,14.925
2006.642,15.025
2006.644,15.438
2006.647,15.650
2006.650,15.813
2006.653,15.475
2006.656,15.550
2006.658,15.950
2006.661,15.663
2006.664,15.913
2006.667,15.425
2006.667,15.163
2006.669,14.938
2006.672,14.550
2006.675,14.625
2006.678,14.688
2006.681,14.750
2006.683,14.750
2006.686,14.775
2006.689,14.488
2006.692,14.413
2006.694,14.463
2006.697,14.425
2006.700,14.525
2006.703,14.425
2006.706,14.400
2006.708,14.388
2006.711,14.400
2006.714,14.400
2006.717,14.375
2006.719,14.363
2006.722,14.400
2006.725,14.413
2006.728,14.388
2006.731,14.400
2006.733,14.388
2006.736,14.400
2006.739,14.350
2006.742,14.363
2006.744,14.313
2006.747,14.363
2006.750,14.313
2006.753,14.413
2006.756,14.325
2006.758,14.313
2006.761,14.300
2006.764,14.275
2006.767,14.363
2006.769,14.300
2006.772,14.300
2006.775,14.188
2006.778,14.100
2006.781,14.188
2006.783,14.300
2006.833,14.250
2006.836,14.213
2006.839,14.200
2006.842,14.150
2006.844,14.188
2006.847,14.225
2006.850,13.950
2006.853,13.800
2006.856,13.713
2006.858,13.900
2006.861,13.800
2006.864,13.763
2006.867,13.600
2006.869,13.338
2006.872,13.225
2006.875,13.063
2006.878,12.975
2006.881,12.938
2006.883,12.975
2006.886,13.050
2006.889,12.975
2006.892,12.820
2006.894,12.838
2006.897,12.900
2006.900,12.988
2006.903,12.913
2006.906,12.938
2006.908,12.888
2006.911,12.800
2006.914,12.800
2006.917,12.888
2006.919,12.900
2006.922,12.888
2006.925,12.800
2006.928,12.688
2006.931,12.513
2006.933,12.500
2006.936,12.488
2006.939,12.400
2006.942,12.375
2006.944,12.325
2006.947,12.338
2006.950,12.275
2006.953,11.750
2006.956,11.350
2006.958,11.313
2006.961,11.238
2006.964,11.200
2006.967,11.213
2006.969,11.688
2006.972,11.875
2006.975,11.600
2006.978,11.338
2006.981,11.188
2006.983,11.038
2006.986,10.925
2006.989,10.738
2006.992,10.700
2006.994,11.063
2006.997,11.075
2007.000,10.963
2007.000,11.013
2007.003,11.000
2007.006,10.950
2007.008,10.963
2007.011,10.925
2007.014,10.638
2007.017,10.700
2007.019,10.850
2007.022,10.588
2007.025,10.238
2007.028,10.463
2007.031,10.238
2007.033,9.913
2007.036,10.113
2007.039,10.063
2007.042,10.075
2007.044,10.188
2007.047,10.163
2007.050,10.138
2007.053,9.938
2007.056,9.800
2007.058,9.800
2007.061,9.800
2007.064,9.763
2007.067,9.700
2007.069,9.650
2007.072,9.650
2007.075,9.600
2007.078,9.350
2007.081,9.250
2007.083,9.238
2007.083,9.263
2007.086,9.200
2007.089,9.188
2007.092,9.188
2007.094,9.213
2007.097,9.163
2007.100,9.088
2007.103,9.063
2007.106,8.875
2007.108,8.875
2007.111,8.850
2007.114,8.763
2007.117,8.725
2007.119,8.688
2007.122,8.675
2007.125,8.600
2007.128,8.738
2007.131,8.750
2007.133,8.700
2007.136,8.743
2007.139,8.750
2007.142,8.888
2007.144,8.875
2007.147,8.775
2007.150,8.750
2007.153,8.800
2007.156,8.775
2007.158,8.725
2007.167,8.500
2007.169,8.425
2007.172,8.438
2007.175,8.588
2007.178,8.725
2007.181,8.850
2007.183,8.888
2007.186,8.788
2007.189,8.713
2007.192,8.738
2007.194,8.750
2007.197,8.725
2007.200,8.638
2007.203,8.688
2007.206,8.488
2007.208,8.475
2007.211,8.613
2007.214,8.588
2007.217,8.475
2007.219,8.400
2007.222,8.413
2007.225,8.438
2007.228,8.500
2007.231,8.563
2007.233,8.538
2007.236,8.538
2007.239,8.663
2007.242,8.680
2007.244,8.600
2007.247,8.563
2007.250,8.638
2007.250,8.600
2007.253,8.713
2007.256,8.688
2007.258,8.925
2007.261,9.238
2007.264,9.363
2007.267,9.838
2007.269,9.725
2007.272,9.563
2007.275,9.738
2007.278,9.913
2007.281,10.325
2007.283,10.600
2007.286,11.075
2007.289,11.400
2007.292,11.375
2007.294,11.300
2007.297,11.275
2007.300,10.975
2007.303,10.988
2007.306,10.800
2007.308,10.825
2007.311,10.763
2007.314,10.688
2007.317,10.675
2007.319,10.738
2007.322,11.013
2007.325,10.725
2007.328,10.488
2007.331,10.450
2007.333,10.550
2007.336,10.650
2007.339,10.975
2007.342,11.613
2007.344,11.375
2007.347,11.325
2007.350,11.360
2007.353,11.375
2007.356,11.338
2007.358,11.238
2007.361,11.225
2007.364,11.413
2007.367,11.300
2007.369,11.275
2007.372,11.563
2007.375,11.413
2007.378,11.863
2007.381,11.713
2007.383,11.263
2007.386,11.300
2007.389,11.763
2007.392,11.813
2007.394,11.950
2007.397,12.188
2007.400,12.038
2007.403,12.075
2007.406,11.725
2007.408,11.550
2007.411,11.788
2007.414,11.800
2007.417,12.250
2007.417,12.750
2007.419,12.413
2007.422,12.413
2007.425,12.288
2007.428,12.713
2007.431,13.325
2007.433,13.588
2007.436,14.488
2007.439,15.713
2007.442,15.850
2007.444,16.250
2007.447,16.563
2007.450,16.075
2007.453,14.875
2007.456,13.513
2007.458,13.525
2007.461,13.775
2007.464,13.738
2007.467,13.413
2007.469,13.038
2007.472,13.550
2007.475,14.125
2007.478,14.363
2007.481,14.313
2007.483,14.175
2007.486,13.688
2007.489,13.538
2007.492,13.375
2007.494,13.450
2007.497,13.525
2007.500,13.513
2007.503,13.763
2007.506,13.775
2007.508,13.825
2007.511,13.925
2007.514,13.775
2007.517,13.850
2007.519,14.288
2007.522,14.200
2007.525,13.713
2007.528,13.713
2007.531,13.825
2007.533,14.150
2007.536,13.725
2007.539,14.075
2007.542,14.288
2007.544,14.688
2007.547,15.075
2007.550,15.888
2007.553,15.713
2007.556,15.425
2007.558,15.688
2007.561,15.725
2007.564,15.788
2007.567,15.513
2007.569,15.075
2007.572,15.088
2007.575,14.913
2007.578,14.913
2007.581,15.250
2007.583,15.400
2007.583,15.563
2007.586,15.538
2007.589,15.463
2007.592,15.613
2007.594,15.100
2007.597,14.988
2007.600,15.113
2007.603,15.575
2007.606,15.713
2007.608,15.925
2007.611,15.813
2007.614,15.200
2007.617,15.075
2007.619,15.238
2007.622,15.263
2007.625,15.150
2007.628,15.238
2007.631,15.113
2007.633,14.863
2007.636,14.750
2007.639,14.750
2007.642,15.113
2007.644,14.825
2007.647,
2007.650,
2007.653,
2007.656,
2007.658,
2007.661,
2007.664,
2007.667,
2007.667,
2007.669,
2007.672,
2007.675,
2007.678,
2007.681,
2007.683,
2007.686,
2007.689,
2007.692,
2007.694,
2007.697,
2007.700,
2007.703,
2007.706,
2007.708,
2007.711,
2007.714,
2007.717,
2007.719,
2007.722,
2007.725,
2007.728,
2007.731,
2007.733,
2007.736,
2007.739,
2007.742,
2007.744,
2007.747,
2007.750,
2007.753,
2007.756,
2007.758,
2007.761,
2007.764,
2007.767,
2007.769,
2007.772,
2007.775,
2007.778,
2007.781,
2007.783,
2007.786,
2007.789,
2007.792,
2007.794,
2007.797,
2007.800,
2007.803,
2007.806,
2007.808,
2007.811,
2007.814,
2007.817,
2007.819,
2007.822,
2007.825,
2007.828,
2007.831,
2007.833,13.700
2007.833,13.700
2007.836,13.725
2007.839,13.700
2007.842,13.700
2007.844,13.700
2007.847,13.600
2007.850,13.588
2007.853,13.513
2007.856,13.475
2007.858,13.425
2007.861,13.413
2007.864,13.300
2007.867,13.238
2007.869,13.125
2007.872,13.125
2007.875,13.138
2007.878,13.013
2007.881,12.988
2007.883,12.938
2007.886,12.900
2007.889,12.900
2007.892,12.888
2007.894,12.788
2007.897,12.700
2007.900,12.625
2007.903,12.575
2007.906,12.538
2007.908,12.500
2007.911,12.488
2007.914,12.413
2007.917,12.350
2007.919,12.150
2007.922,12.075
2007.925,12.038
2007.928,12.050
2007.931,11.975
2007.933,11.888
2007.936,11.825
2007.939,11.788
2007.942,11.700
2007.944,11.675
2007.947,11.663
2007.950,11.575
2007.953,11.488
2007.956,11.400
2007.958,11.438
2007.961,11.400
2007.964,11.288
2007.967,11.238
2007.969,11.200
2007.972,11.100
2007.975,11.038
2007.978,11.013
2007.981,10.975
2007.983,10.900
2007.986,10.800
2007.989,10.738
2007.992,10.700
2007.994,10.700
2007.997,10.650
2008.000,10.688
2008.000,10.625
2008.003,10.600
2008.006,10.513
2008.008,10.400
2008.011,10.375
2008.014,10.213
2008.017,10.200
2008.019,10.200
2008.022,10.025
2008.025,9.875
2008.028,9.875
2008.031,9.800
2008.033,9.875
2008.036,9.900
2008.039,9.875
2008.042,9.800
2008.044,9.800
2008.047,9.825
2008.050,9.763
2008.053,9.738
2008.056,9.825
2008.058,9.850
2008.061,9.888
2008.064,9.763
2008.067,9.675
2008.069,9.513
2008.072,8.975
2008.075,8.888
2008.078,8.888
2008.081,8.938
2008.083,9.400
2008.083,9.625
2008.086,9.188
2008.089,8.788
2008.092,8.688
2008.094,8.775
2008.097,8.875
2008.100,8.888
2008.103,8.950
2008.106,8.975
2008.108,8.900
2008.111,8.950
2008.114,8.963
2008.117,8.900
2008.119,8.750
2008.122,8.713
2008.125,8.825
2008.128,8.813
2008.131,8.713
2008.133,8.713
2008.136,8.725
2008.139,8.713
2008.142,8.738
2008.144,8.650
2008.147,8.500
2008.150,8.413
2008.153,8.413
2008.156,8.400
2008.158,8.400
2008.161,8.400
2008.167,8.400
2008.169,8.400
2008.172,8.400
2008.175,8.225
2008.178,8.075
2008.181,8.025
2008.183,8.038
2008.186,8.013
2008.189,8.038
2008.192,8.350
2008.194,8.275
2008.197,8.088
2008.200,8.013
2008.203,8.063
2008.206,8.013
2008.208,8.013
2008.211,8.088
2008.214,8.000
2008.217,8.000
2008.219,8.000
2008.222,8.000
2008.225,8.000
2008.228,8.000
2008.231,8.000
2008.233,7.963
2008.236,7.988
2008.239,8.013
2008.242,8.000
2008.244,7.950
2008.247,8.050
2008.250,8.100
2008.250,8.038
2008.253,8.163
2008.256,8.413
2008.258,8.500
2008.261,8.300
2008.264,8.000
2008.267,8.038
2008.269,8.200
2008.272,8.225
2008.275,8.275
2008.278,8.238
2008.281,8.313
2008.283,8.563
2008.286,8.475
2008.289,8.563
2008.292,8.450
2008.294,8.413
2008.297,8.400
2008.300,8.400
2008.303,8.400
2008.306,8.500
2008.308,8.563
2008.311,8.775
2008.314,8.825
2008.317,8.800
2008.319,8.738
2008.322,9.063
2008.325,9.150
2008.328,9.350
2008.331,9.113
2008.333,9.088
2008.336,9.275
2008.339,9.538
2008.342,9.625
2008.344,10.000
2008.347,10.420
2008.350,10.788
2008.353,10.700
2008.356,10.963
2008.358,11.063
2008.361,11.475
2008.364,11.450
2008.367,11.163
2008.369,11.000
2008.372,11.250
2008.375,11.763
2008.378,11.813
2008.381,11.863
2008.383,11.850
2008.386,12.113
2008.389,12.125
2008.392,12.225
2008.394,12.313
2008.397,12.300
2008.400,11.913
2008.403,11.013
2008.406,10.913
2008.408,10.750
2008.411,10.788
2008.414,11.613
2008.417,12.675
2008.417,12.813
2008.419,12.938
2008.422,12.950
2008.425,12.175
2008.428,11.813
2008.431,11.914
2008.433,11.538
2008.436,11.638
2008.439,11.888
2008.442,11.138
2008.444,11.550
2008.447,11.613
2008.450,11.713
2008.453,11.713
2008.456,10.700
2008.458,11.675
2008.461,11.788
2008.464,12.225
2008.467,12.125
2008.469,11.813
2008.472,11.988
2008.475,11.900
2008.478,11.575
2008.481,11.475
2008.483,11.663
2008.486,11.700
2008.489,11.750
2008.492,11.838
2008.494,12.000
2008.497,11.700
2008.500,12.025
2008.503,12.225
2008.506,12.300
2008.508,12.288
2008.511,12.575
2008.514,12.813
2008.517,12.938
2008.519,13.138
2008.522,13.125
2008.525,13.350
2008.528,13.438
2008.531,13.500
2008.533,13.413
2008.536,13.940
2008.539,14.263
2008.542,13.800
2008.544,13.463
2008.547,13.438
2008.550,13.775
2008.553,14.025
2008.556,13.975
2008.558,14.063
2008.561,13.913
2008.564,14.125
2008.567,14.113
2008.569,14.413
2008.572,14.688
2008.575,15.225
2008.578,15.550
2008.581,15.025
2008.583,14.900
2008.583,15.313
2008.586,15.425
2008.589,15.513
2008.592,15.488
2008.594,15.588
2008.597,15.600
2008.600,15.413
2008.603,15.313
2008.606,15.038
2008.608,14.913
2008.611,14.813
2008.614,14.875
2008.617,15.013
2008.619,14.975
2008.622,15.063
2008.625,14.900
2008.628,14.613
2008.631,14.363
2008.633,14.513
2008.636,14.620
2008.639,15.125
2008.642,15.113
2008.644,14.950
2008.647,14.675
2008.650,14.900
2008.653,14.850
2008.656,14.575
2008.658,14.588
2008.661,14.913
2008.664,14.913
2008.667,14.863
2008.667,15.075
2008.669,15.038
2008.672,14.788
2008.675,14.813
2008.678,14.688
2008.681,14.563
2008.683,14.475
2008.686,14.675
2008.689,14.675
2008.692,14.438
2008.694,14.413
2008.697,14.650
2008.700,14.750
2008.703,14.625
2008.706,14.575
2008.708,14.425
2008.711,14.500
2008.714,14.500
2008.717,14.475
2008.719,14.675
2008.722,14.863
2008.725,14.463
2008.728,14.475
2008.731,14.613
2008.733,14.663
2008.736,14.425
2008.739,14.475
2008.742,14.438
2008.744,14.338
2008.747,14.388
2008.750,14.250
2008.753,14.100
2008.756,14.275
2008.758,14.125
2008.761,14.275
2008.764,14.088
2008.767,13.950
2008.769,13.738
2008.772,13.763
2008.775,13.875
2008.778,13.700
2008.781,13.700
2008.783,13.563
2008.786,13.563
2008.789,13.563
2008.792,13.638
2008.794,13.525
2008.797,13.438
2008.800,13.338
2008.803,13.525
2008.806,13.350
2008.808,13.200
2008.811,13.200
2008.814,13.375
2008.817,13.200
2008.819,13.313
2008.822,13.200
2008.825,13.025
2008.828,13.175
2008.831,13.063
2008.833,12.925
2008.833,12.913
2008.836,12.867
2008.839,12.925
2008.842,12.900
2008.844,12.900
2008.847,12.900
2008.850,12.838
2008.853,12.763
2008.856,12.638
2008.858,12.488
2008.861,12.488
2008.864,12.500
2008.867,12.488
2008.869,12.500
2008.872,12.500
2008.875,12.500
2008.878,12.375
2008.881,12.263
2008.883,12.288
2008.886,12.300
2008.889,12.275
2008.892,12.200
2008.894,12.200
2008.897,12.038
2008.900,12.038
2008.903,12.063
2008.906,12.000
2008.908,11.875
2008.911,11.750
2008.914,11.713
2008.917,11.700
2008.919,11.600
2008.922,11.475
2008.925,11.375
2008.928,11.300
2008.931,11.275
2008.933,11.213
2008.936,11.175
2008.939,11.125
2008.942,10.950
2008.944,10.913
2008.947,10.875
2008.950,10.850
2008.953,10.713
2008.956,10.725
2008.958,10.700
2008.961,10.675
2008.964,10.550
2008.967,10.388
2008.969,10.250
2008.972,10.050
2008.975,10.525
2008.978,10.438
2008.981,10.413
2008.983,10.413
2008.986,10.188
2008.989,9.975
2008.992,9.800
2008.994,9.738
2008.997,9.788
2009.000,9.788
2009.000,9.738
2009.003,9.750
2009.006,9.750
2009.008,9.763
2009.011,9.700
2009.014,9.638
2009.017,9.513
2009.019,9.500
2009.022,9.475
2009.025,9.438
2009.028,9.263
2009.031,9.200
2009.033,9.213
2009.036,9.200
2009.039,9.175
2009.042,9.163
2009.044,9.163
2009.047,9.113
2009.050,9.100
2009.053,9.038
2009.056,9.025
2009.058,9.063
2009.061,9.000
2009.064,8.900
2009.067,8.888
2009.069,8.813
2009.072,8.813
2009.075,8.850
2009.078,8.850
2009.081,8.800
2009.083,8.813
2009.083,8.875
2009.086,8.863
2009.089,8.900
2009.092,8.838
2009.094,8.750
2009.097,8.638
2009.100,8.563
2009.103,8.475
2009.106,8.425
2009.108,8.400
2009.111,8.388
2009.114,8.375
2009.117,8.175
2009.119,8.000
2009.122,7.825
2009.125,7.600
2009.128,7.625
2009.131,7.588
2009.133,7.613
2009.136,7.625
2009.139,7.700
2009.142,7.788
2009.144,7.760
2009.147,7.850
2009.150,7.750
2009.153,7.713
2009.156,7.688
2009.158,7.700
2009.167,7.775
2009.169,7.625
2009.172,7.600
2009.175,7.575
2009.178,7.513
2009.181,7.500
2009.183,7.500
2009.186,7.525
2009.189,7.550
2009.192,7.600
2009.194,7.600
2009.197,7.600
2009.200,7.600
2009.203,7.600
2009.206,7.613
2009.208,7.613
2009.211,7.625
2009.214,7.750
2009.217,7.888
2009.219,7.913
2009.222,7.975
2009.225,8.138
2009.228,7.988
2009.231,8.000
2009.233,7.925
2009.236,7.913
2009.239,7.688
2009.242,7.713
2009.244,7.725
2009.247,7.783
2009.250,8.400
2009.250,8.225
2009.253,8.525
2009.256,8.375
2009.258,8.300
2009.261,8.313
2009.264,8.113
2009.267,8.000
2009.269,8.013
2009.272,8.000
2009.275,8.150
2009.278,8.263
2009.281,8.363
2009.283,8.413
2009.286,8.575
2009.289,8.525
2009.292,8.400
2009.294,8.438
2009.297,8.600
2009.300,8.775
2009.303,9.300
2009.306,9.488
2009.308,9.175
2009.311,8.950
2009.314,9.038
2009.317,9.250
2009.319,9.438
2009.322,9.400
2009.325,9.638
2009.328,9.700
2009.331,9.925
2009.333,9.875
2009.336,9.788
2009.339,9.663
2009.342,9.600
2009.344,9.500
2009.347,9.538
2009.350,9.550
2009.353,9.550
2009.356,9.500
2009.358,9.650
2009.361,9.538
2009.364,9.525
2009.367,9.575
2009.369,9.625
2009.372,9.550
2009.375,9.538
2009.378,9.575
2009.381,9.763
2009.383,9.838
2009.386,9.963
2009.389,10.275
2009.392,10.688
2009.394,10.575
2009.397,10.725
2009.400,11.125
2009.403,11.200
2009.406,11.188
2009.408,11.475
2009.411,11.738
2009.414,12.113
2009.417,12.413
2009.417,13.000
2009.419,14.288
2009.422,14.263
2009.425,14.038
2009.428,13.988
2009.431,12.450
2009.433,11.625
2009.436,11.775
2009.439,11.775
2009.442,11.986
2009.444,12.363
2009.447,12.513
2009.450,12.400
2009.453,12.600
2009.456,12.825
2009.458,13.163
2009.461,12.413
2009.464,12.288
2009.467,12.338
2009.469,12.250
2009.472,12.275
2009.475,13.075
2009.478,13.963
2009.481,14.225
2009.483,13.625
2009.486,13.900
2009.489,14.625
2009.492,14.813
2009.494,15.238
2009.497,15.338
2009.500,15.438
2009.503,15.713
2009.506,15.750
2009.508,15.475
2009.511,15.675
2009.514,15.688
2009.517,15.400
2009.519,15.350
2009.522,15.300
2009.525,15.188
2009.528,14.850
2009.531,14.375
2009.533,14.188
2009.536,14.375
2009.539,14.680
2009.542,14.875
2009.544,14.863
2009.547,15.050
2009.550,15.288
2009.553,15.100
2009.556,14.538
2009.558,14.075
2009.561,14.375
2009.564,14.688
2009.567,14.975
2009.569,14.788
2009.572,15.013
2009.575,14.950
2009.578,14.863
2009.581,14.638
2009.583,14.388
2009.583,14.325
2009.586,14.463
2009.589,14.388
2009.592,14.475
2009.594,14.438
2009.597,14.588
2009.600,14.588
2009.603,14.788
2009.606,14.775
2009.608,15.025
2009.611,15.200
2009.614,15.450
2009.617,15.463
2009.619,15.188
2009.622,14.875
2009.625,14.600
2009.628,14.500
2009.631,
2009.633,
2009.636,
2009.639,
2009.642,
2009.644,
2009.647,
2009.650,
2009.653,
