Station Description:,38a Oceanographic Mooring
2005.000,10.375
2005.000,10.4
2005.003,10.3625
2005.006,10.1375
2005.008,10.05
2005.011,10.125
2005.014,10.1
2005.017,10
2005.019,9.95
2005.022,9.8625
2005.025,9.8
2005.028,9.8
2005.031,9.825
2005.033,9.775
2005.036,9.7125
2005.039,9.7
2005.042,9.7
2005.044,9.625
2005.047,9.6
2005.050,9.6
2005.053,9.6
2005.056,9.5333
2005.058,9.4375
2005.061,9.4
2005.064,9.35
2005.067,9.3
2005.069,9.3
2005.072,9.225
2005.075,9.15
2005.078,9.15
2005.081,9.0875
2005.083,9.075
2005.083,9.075
2005.086,9
2005.089,9
2005.092,9
2005.094,9.0125
2005.097,9.025
2005.100,9.025
2005.103,8.9875
2005.106,8.9375
2005.108,8.8625
2005.111,8.85
2005.114,8.8375
2005.117,8.8
2005.119,8.725
2005.122,8.65
2005.125,8.6375
2005.128,8.6
2005.131,8.6
2005.133,8.55
2005.136,8.5
2005.139,8.5
2005.142,8.4
2005.144,8.4
2005.147,8.4
2005.150,8.35
2005.153,8.3
2005.156,8.275
2005.158,8.2667
2005.169,8.1
2005.172,8.1
2005.175,8.0875
2005.178,8.0375
2005.181,8
2005.183,8
2005.186,8
2005.189,8
2005.192,8
2005.194,8
2005.197,7.975
2005.200,7.95
2005.203,7.9625
2005.206,7.975
2005.208,7.925
2005.211,7.8875
2005.214,7.825
2005.217,7.8875
2005.219,7.9
2005.222,7.85
2005.225,7.8875
2005.228,7.8875
2005.231,7.8375
2005.233,7.85
2005.236,7.8875
2005.239,7.9
2005.242,7.9
2005.244,7.9
2005.247,7.9
2005.250,7.9
2005.250,7.875
2005.253,7.8625
2005.256,7.8375
2005.258,7.82
2005.261,7.8125
2005.264,7.8
2005.267,7.8
2005.269,7.8
2005.272,7.8375
2005.275,7.8875
2005.278,7.9
2005.281,7.9
2005.283,7.85
2005.286,7.85
2005.289,7.9
2005.292,7.975
2005.294,8
2005.297,8
2005.300,8
2005.303,8
2005.306,8
2005.308,8
2005.311,7.9875
2005.314,7.9875
2005.317,8
2005.319,7.9875
2005.322,8
2005.325,8
2005.328,8
2005.331,8
2005.333,8
2005.336,8
2005.339,8
2005.342,8
2005.344,8
2005.347,8
2005.350,8
2005.353,8
2005.356,8
2005.358,8
2005.361,8
2005.364,8.0125
2005.367,8.05
2005.369,8.05
2005.372,8.1
2005.375,8.1
2005.378,8.1125
2005.381,8.1625
2005.383,8.1875
2005.386,8.2
2005.389,8.2
2005.392,8.2125
2005.394,8.275
2005.397,8.3
2005.400,8.35
2005.403,8.3
2005.406,8.3125
2005.408,8.375
2005.411,8.375
2005.414,8.4
2005.417,8.4
2005.417,8.4
2005.419,8.4
2005.422,8.4
2005.425,8.4125
2005.428,8.5375
2005.431,8.6125
2005.433,8.65
2005.436,8.6875
2005.439,8.65
2005.442,8.6875
2005.444,8.725
2005.447,8.7125
2005.450,8.7625
2005.453,8.7875
2005.456,8.75
2005.458,8.8
2005.461,8.9
2005.464,8.9
2005.467,8.6125
2005.469,9
2005.472,9.2
2005.475,9.675
2005.478,9.1625
2005.481,9.375
2005.483,9.525
2005.486,9.1375
2005.489,8.9375
2005.492,9.05
2005.494,9.6375
2005.497,10.1625
2005.500,10.2125
2005.503,10.2
2005.506,9.95
2005.508,10.05
2005.511,9.8625
2005.514,9.675
2005.517,9.8125
2005.519,9.9125
2005.522,9.9375
2005.525,9.8375
2005.528,10.025
2005.531,9.7375
2005.533,10.35
2005.536,9.6
2005.539,9.575
2005.542,9.56
2005.544,9.5625
2005.547,9.7875
2005.550,9.8625
2005.553,10.2375
2005.556,10.1
2005.558,10.4125
2005.561,10.175
2005.564,10.275
2005.567,10.3875
2005.569,10.5875
2005.572,10.1875
2005.575,10.475
2005.578,10.35
2005.581,9.8125
2005.583,9.8125
2005.583,10.05
2005.586,10.15
2005.589,9.8625
2005.592,10.025
2005.594,10.2375
2005.597,10.7125
2005.600,11.125
2005.603,10.875
2005.606,11.125
2005.608,11.075
2005.611,10.8875
2005.614,10.75
2005.617,10.7
2005.619,10.7
2005.622,10.9625
2005.625,11.2375
2005.628,11.5625
2005.631,11.8
2005.633,11.6
2005.636,11.1333
2005.639,11.35
2005.642,11.5625
2005.644,11.375
2005.647,11.2
2005.650,11.475
2005.653,12.15
2005.656,12.3375
2005.658,12.575
2005.661,12.425
2005.664,12.35
2005.667,12.1875
2005.667,12.725
2005.669,12.8875
2005.672,12.9125
2005.675,12.9875
2005.678,13
2005.681,12.975
2005.683,13.0125
2005.686,13
2005.689,13.0125
2005.692,13.1625
2005.694,13.0875
2005.697,12.4375
2005.700,12.6125
2005.703,12.9375
2005.706,13.1
2005.708,13.0125
2005.711,12.575
2005.714,12.7375
2005.717,12.7875
2005.719,12.5125
2005.722,12.5125
2005.725,12.5375
2005.728,12.45
2005.731,12.9625
2005.733,13.2
2005.736,13.15
2005.739,13.1
2005.742,13.375
2005.744,13.625
2005.747,13.7375
2005.750,13.8625
2005.753,13.925
2005.756,13.9
2005.758,13.9
2005.761,13.8875
2005.764,13.8375
2005.767,13.7875
2005.769,13.775
2005.772,13.7375
2005.775,13.725
2005.778,13.825
2005.781,14
2005.783,13.9375
2005.786,13.9
2005.789,13.9
2005.792,13.9
2005.794,13.9
2005.797,13.9
2005.800,13.8875
2005.803,13.825
2005.806,13.8
2005.808,13.8
2005.811,13.75
2005.814,13.7125
2005.817,13.7
2005.819,13.7
2005.822,13.6875
2005.825,13.65
2005.828,13.5875
2005.831,13.5625
2005.833,13.5875
2005.833,13.5375
2005.836,13.5375
2005.839,13.55
2005.842,13.525
2005.844,13.475
2005.847,13.4625
2005.850,13.325
2005.853,13.3
2005.856,13.25
2005.858,13.2
2005.861,13.2
2005.864,13.1625
2005.867,13.125
2005.869,13.0125
2005.872,13
2005.875,12.975
2005.878,12.9875
2005.881,12.9875
2005.883,12.8875
2005.886,12.9
2005.889,12.875
2005.892,12.875
2005.894,12.7875
2005.897,12.65
2005.900,12.4625
2005.903,12.175
2005.906,12.1875
2005.908,12.225
2005.911,12.2
2005.914,12.15
2005.917,12.1
2005.919,12.0875
2005.922,12.075
2005.925,11.975
2005.928,11.8875
2005.931,11.8
2005.933,11.825
2005.936,11.7875
2005.939,11.7625
2005.942,11.8
2005.944,11.775
2005.947,11.4625
2005.950,11.4125
2005.953,11.4375
2005.956,11.3875
2005.958,11.3875
2005.961,11.2875
2005.964,11.2125
2005.967,11.2875
2005.969,11.2
2005.972,11.1875
2005.975,11.15
2005.978,11.1125
2005.981,11.1
2005.983,11.0625
2005.986,11.15
2005.989,11.1125
2005.992,10.925
2005.994,10.875
2005.997,10.975
2006.000,10.8625
2006.000,10.5875
2006.003,10.725
2006.006,10.75
2006.008,10.775
2006.011,10.75
2006.014,10.6875
2006.017,10.65
2006.019,10.6
2006.022,10.5
2006.025,10.4375
2006.028,10.3375
2006.031,10.2
2006.033,10.2625
2006.036,10.3
2006.039,10.3
2006.042,10.2625
2006.044,10.2
2006.047,10.2
2006.050,10.2
2006.053,10.1875
2006.056,10.0375
2006.058,10.0125
2006.061,9.8625
2006.064,9.7375
2006.067,9.6875
2006.069,9.8875
2006.072,9.9
2006.075,9.8
2006.078,9.7125
2006.081,9.65
2006.083,9.6
2006.083,9.6
2006.086,9.6
2006.089,9.55
2006.092,9.575
2006.094,9.575
2006.097,9.575
2006.100,9.5375
2006.103,9.4125
2006.106,9.375
2006.108,9.3125
2006.111,9.275
2006.114,9.175
2006.117,9.0667
2006.247,8.2
2006.250,8.275
2006.250,8.25
2006.253,8.25
2006.256,8.25
2006.258,8.225
2006.261,8.25
2006.264,8.225
2006.267,8.2
2006.269,8.25
2006.272,8.4
2006.275,8.4
2006.278,8.4
2006.281,8.4
2006.283,8.375
2006.286,8.3
2006.289,8.25
2006.292,8.2
2006.294,8.1875
2006.297,8.1625
2006.300,8.175
2006.303,8.1625
2006.306,8.15
2006.308,8.125
2006.311,8.125
2006.314,8.1625
2006.317,8.125
2006.319,8.1125
2006.322,8.1
2006.325,8.1
2006.328,8.1
2006.331,8.15
2006.333,8.15
2006.336,8.1875
2006.339,8.2
2006.342,8.2
2006.344,8.2
2006.347,8.2
2006.350,8.2
2006.353,8.1875
2006.356,8.1625
2006.358,8.1
2006.361,8.1125
2006.364,8.1625
2006.367,8.1875
2006.369,8.175
2006.372,8.1125
2006.375,8.1625
2006.378,8.2
2006.381,8.2
2006.383,8.2
2006.386,8.2
2006.389,8.2
2006.392,8.2
2006.394,8.2
2006.397,8.275
2006.400,8.2667
2006.403,8.3
2006.406,8.3
2006.408,8.25
2006.411,8.25
2006.414,8.225
2006.417,8.225
2006.417,8.2
2006.419,8.225
2006.422,8.3
2006.425,8.35
2006.428,8.4
2006.431,8.5
2006.433,8.475
2006.436,8.45
2006.439,8.4375
2006.442,8.4
2006.444,8.4
2006.447,8.4
2006.450,8.5125
2006.453,8.8375
2006.456,8.6625
2006.458,8.4875
2006.461,8.7
2006.464,8.975
2006.467,8.8
2006.469,8.7
2006.472,8.675
2006.475,8.725
2006.478,9.0375
2006.481,9.2
2006.483,9.4
2006.486,9.525
2006.489,9.525
2006.492,9.5
2006.494,9.5375
2006.497,9.5375
2006.500,9.525
2006.503,9.6
2006.506,9.6625
2006.508,9.7
2006.511,9.7
2006.514,9.8375
2006.517,9.75
2006.519,9.25
2006.522,9.225
2006.525,9.4375
2006.528,9.5625
2006.531,9.5875
2006.533,9.7375
2006.536,9.7375
2006.539,9.9125
2006.542,9.825
2006.544,10.1125
2006.547,10.4625
2006.550,10.6125
2006.553,10.675
2006.556,10.75
2006.558,10.4875
2006.561,10.575
2006.564,10.7875
2006.567,10.3625
2006.569,10.475
2006.572,10.85
2006.575,11.225
2006.578,11.125
2006.581,11.1625
2006.583,11.175
2006.583,11.45
2006.586,11.65
2006.589,11.7
2006.592,11.8375
2006.594,11.7875
2006.597,11.8875
2006.600,12.0125
2006.603,10.7625
2006.606,10.9875
2006.608,11.5
2006.611,11.1625
2006.614,10.8375
2006.617,11.0625
2006.619,10.9875
2006.622,11.2125
2006.625,11.025
2006.628,11.425
2006.631,11.2125
2006.633,11.4875
2006.636,11.8857
2006.639,12.5875
2006.642,12.95
2006.644,13.0375
2006.647,13.1
2006.650,13.1
2006.653,13.1125
2006.656,13.2
2006.658,13.2875
2006.661,13.25
2006.664,13.2625
2006.667,13.3125
2006.667,13.0375
2006.669,12.45
2006.672,12.875
2006.675,13.4125
2006.678,13.5
2006.681,13.425
2006.683,13.3125
2006.686,13.3875
2006.689,13.3125
2006.692,13.4625
2006.694,13.4375
2006.697,13.5375
2006.700,13.5
2006.703,13.4875
2006.706,13.5125
2006.708,13.6
2006.711,13.5875
2006.714,13.6
2006.717,13.675
2006.719,13.65
2006.722,13.6625
2006.725,13.7375
2006.728,13.7625
2006.731,13.7625
2006.733,13.85
2006.736,14.025
2006.739,13.8375
2006.742,13.825
2006.744,14.025
2006.747,14.025
2006.750,14.0125
2006.753,14
2006.756,14.4375
2006.758,14.925
2006.761,15
2006.764,15.0125
2006.767,14.9875
2006.769,14.95
2006.772,14.9375
2006.775,14.9125
2006.778,14.8875
2006.781,14.95
2006.783,14.9143
2006.833,14.65
2006.836,14.35
2006.839,14.2875
2006.842,14.3375
2006.844,14.3375
2006.847,14.3125
2006.850,14.2625
2006.853,14.3125
2006.856,14.3875
2006.858,14.325
2006.861,14.2875
2006.864,14.0375
2006.867,13.6375
2006.869,13.675
2006.872,13.0625
2006.875,13.05
2006.878,13.0125
2006.881,12.8625
2006.883,12.925
2006.886,13.0375
2006.889,12.875
2006.892,12.76
2006.894,12.775
2006.897,12.8625
2006.900,12.9125
2006.903,12.8625
2006.906,12.8625
2006.908,12.85
2006.911,12.75
2006.914,12.7
2006.917,12.85
2006.919,12.8875
2006.922,12.8125
2006.925,12.7375
2006.928,12.675
2006.931,12.4875
2006.933,12.5
2006.936,12.4625
2006.939,12.3625
2006.942,12.4375
2006.944,12.275
2006.947,12.325
2006.950,12.0375
2006.953,11.75
2006.956,11.3625
2006.958,11.8375
2006.961,11.95
2006.964,11.8375
2006.967,11.8125
2006.969,11.9875
2006.972,11.8875
2006.975,11.75
2006.978,11.6625
2006.981,11.5375
2006.983,11.5375
2006.986,11.6375
2006.989,11.6
2006.992,11.525
2006.994,11.45
2006.997,11.2375
2007.000,11
2007.000,10.9375
2007.003,10.9125
2007.006,10.725
2007.008,10.775
2007.011,10.75
2007.014,10.775
2007.017,10.7375
2007.019,10.775
2007.022,10.7125
2007.025,10.7
2007.028,10.75
2007.031,10.5875
2007.033,10.15
2007.036,10.175
2007.039,10.1875
2007.042,10.375
2007.044,10.2125
2007.047,10.15
2007.050,10.1875
2007.053,10.15
2007.056,10.0625
2007.058,9.875
2007.061,9.7875
2007.064,9.8125
2007.067,9.7833
2007.069,9.7625
2007.072,9.725
2007.075,9.775
2007.078,9.525
2007.081,9.5375
2007.083,9.5875
2007.083,9.625
2007.086,9.65
2007.089,9.625
2007.092,9.575
2007.094,9.6625
2007.097,9.675
2007.100,9.525
2007.103,9.475
2007.106,9.35
2007.108,9.4
2007.111,9.4875
2007.114,9.475
2007.117,9.475
2007.119,9.45
2007.122,9.5
2007.125,9.5
2007.128,9.5
2007.131,9.5
2007.133,9.4875
2007.136,9.4857
2007.139,9.5
2007.142,9.4625
2007.144,9.375
2007.147,9.3375
2007.150,9.3375
2007.153,9.25
2007.156,9.2
2007.158,9.2
2007.167,9.2
2007.169,9.2125
2007.172,9.275
2007.175,9.3875
2007.178,9.275
2007.181,9.2125
2007.183,9.225
2007.186,9.2
2007.189,9.2
2007.192,9.2
2007.194,9.2
2007.197,9.2
2007.200,9.2375
2007.203,9.2
2007.206,9.2
2007.208,9.2
2007.211,9.2
2007.214,9.2
2007.217,9.2
2007.219,9.1625
2007.222,9.0375
2007.225,9.0625
2007.228,9
2007.231,8.775
2007.233,8.5625
2007.236,8.75
2007.239,8.675
2007.242,8.66
2007.244,8.8875
2007.247,8.8375
2007.250,8.7625
2007.250,8.725
2007.253,8.7
2007.256,8.7
2007.258,8.7
2007.261,8.7
2007.264,8.7
2007.267,8.7125
2007.269,8.75
2007.272,8.7125
2007.275,8.7125
2007.278,8.7
2007.281,8.7
2007.283,8.7
2007.286,8.725
2007.289,8.7375
2007.292,8.7125
2007.294,8.7
2007.297,8.7
2007.300,8.7375
2007.303,8.7375
2007.306,8.75
2007.308,8.75
2007.311,8.8
2007.314,8.8
2007.317,8.7875
2007.319,8.8
2007.322,8.8
2007.325,8.7625
2007.328,8.7625
2007.331,8.7625
2007.333,8.7375
2007.336,8.75
2007.339,8.7625
2007.342,8.75
2007.344,8.7375
2007.347,8.75
2007.350,8.8
2007.353,8.825
2007.356,8.8125
2007.358,8.825
2007.361,8.85
2007.364,8.8875
2007.367,8.8375
2007.369,8.875
2007.372,8.85
2007.375,8.9125
2007.378,8.9625
2007.381,9
2007.383,8.9375
2007.386,8.9875
2007.389,9.05
2007.392,9.1625
2007.394,9.4375
2007.397,9.475
2007.400,9.5
2007.403,9.4375
2007.406,9.4
2007.408,9.7125
2007.411,9.75
2007.414,9.7625
2007.417,9.7125
2007.417,9.7125
2007.419,9.675
2007.422,9.7
2007.425,9.675
2007.428,9.625
2007.431,9.65
2007.433,9.7125
2007.436,9.7625
2007.439,9.8625
2007.442,9.8875
2007.444,9.925
2007.447,9.9125
2007.450,9.95
2007.453,9.9875
2007.456,9.9875
2007.458,10.025
2007.461,10.025
2007.464,10.025
2007.467,10.1
2007.469,10.4375
2007.472,11.625
2007.475,11.525
2007.478,11.1375
2007.481,11.7875
2007.483,11.7625
2007.486,11.825
2007.489,11.325
2007.492,11.0875
2007.494,10.7375
2007.497,10.925
2007.500,11.0375
2007.503,10.825
2007.506,11.2125
2007.508,11.3125
2007.511,10.94
2007.514,11.025
2007.517,11.0375
2007.519,11
2007.522,11.0125
2007.525,11.1
2007.528,11.125
2007.531,11.3
2007.533,11.3125
2007.536,11.4
2007.539,11.45
2007.542,11.8875
2007.544,11.5125
2007.547,11.6375
2007.550,11.5375
2007.553,11.525
2007.556,11.5125
2007.558,11.4875
2007.561,11.575
2007.564,11.5875
2007.567,11.75
2007.569,11.6125
2007.572,11.9375
2007.575,12.1125
2007.578,12
2007.581,11.9875
2007.583,12.06
2007.583,
2007.586,
2007.589,
2007.592,
2007.594,
2007.597,
2007.600,
2007.603,
2007.606,
2007.608,
2007.611,
2007.614,
2007.617,
2007.619,
2007.622,
2007.625,
2007.628,
2007.631,
2007.633,
2007.636,
2007.639,
2007.642,
2007.644,13.2826
2007.647,12.7938
2007.650,12.6458
2007.653,12.6094
2007.656,12.7948
2007.658,13.024
2007.661,13.176
2007.664,12.8344
2007.667,12.6667
2007.667,12.7896
2007.669,12.975
2007.672,13.1073
2007.675,13.1594
2007.678,13.0031
2007.681,12.9469
2007.683,12.9417
2007.686,12.9938
2007.689,13.0094
2007.692,13.1698
2007.694,13.2854
2007.697,13.3021
2007.700,13.3302
2007.703,13.1573
2007.706,13.0688
2007.708,13.4583
2007.711,14.0792
2007.714,14.0896
2007.717,13.9844
2007.719,13.7167
2007.722,13.8604
2007.725,13.8333
2007.728,14.051
2007.731,14.0948
2007.733,14.2094
2007.736,14.2313
2007.739,14.124
2007.742,14.0771
2007.744,14.0927
2007.747,14.1
2007.750,14.1
2007.753,14.1
2007.756,14.1
2007.758,14.1
2007.761,14.1
2007.764,14.1
2007.767,14.1
2007.769,14.1
2007.772,14.1104
2007.775,14.1
2007.778,14.1
2007.781,14.1
2007.783,14.1
2007.786,14.1
2007.789,14.1
2007.792,14.1
2007.794,14.1
2007.797,14.0979
2007.800,14.0906
2007.803,14.0927
2007.806,14.0729
2007.808,14.1
2007.811,14.0271
2007.814,14.001
2007.817,13.8573
2007.819,13.7344
2007.822,13.7208
2007.825,13.726
2007.828,13.7
2007.831,13.7
2007.833,13.7
2007.833,13.6875
2007.836,13.7
2007.839,13.7
2007.842,13.6875
2007.844,13.6375
2007.847,13.575
2007.850,13.5
2007.853,13.475
2007.856,13.425
2007.858,13.4
2007.861,13.35
2007.864,13.3
2007.867,13.3
2007.869,13.125
2007.872,13.125
2007.875,13.1
2007.878,13.15
2007.881,13.1375
2007.883,12.9625
2007.886,12.9625
2007.889,13
2007.892,12.95
2007.894,12.8125
2007.897,12.7375
2007.900,12.625
2007.903,12.6
2007.906,12.6
2007.908,12.55
2007.911,12.5625
2007.914,12.325
2007.917,12.25
2007.919,11.9125
2007.922,12.025
2007.925,11.95
2007.928,11.9625
2007.931,11.825
2007.933,11.7875
2007.936,11.7375
2007.939,11.7
2007.942,11.6875
2007.944,11.5
2007.947,11.5
2007.950,11.5
2007.953,11.425
2007.956,11.4
2007.958,11.425
2007.961,11.44
2007.964,11.4125
2007.967,11.3375
2007.969,11.3
2007.972,11.2
2007.975,11.1625
2007.978,11.1
2007.981,11.0125
2007.983,11.0125
2007.986,10.9375
2007.989,10.85
2007.992,10.7625
2007.994,10.7375
2007.997,10.6875
2008.000,10.7
2008.000,10.7
2008.003,10.7
2008.006,10.65
2008.008,10.54
2008.011,10.4375
2008.014,10.3
2008.017,10.2875
2008.019,10.225
2008.022,10.075
2008.025,9.925
2008.028,9.925
2008.031,9.825
2008.033,9.925
2008.036,9.9875
2008.039,9.9125
2008.042,9.8625
2008.044,9.8125
2008.047,9.825
2008.050,9.825
2008.053,9.825
2008.056,9.875
2008.058,9.9125
2008.061,9.9375
2008.064,9.8
2008.067,9.75
2008.069,9.575
2008.072,8.9625
2008.075,8.8625
2008.078,8.7875
2008.081,8.9375
2008.083,9.175
2008.083,9.0375
2008.086,9.0875
2008.089,8.9
2008.092,8.775
2008.094,8.8625
2008.097,8.8875
2008.100,8.9625
2008.103,8.9125
2008.106,8.9375
2008.108,8.9625
2008.111,9.025
2008.114,9.0125
2008.117,9.04
2008.119,9.0375
2008.122,9.0625
2008.125,9.05
2008.128,9.025
2008.131,9.1125
2008.133,9.1
2008.136,9.1
2008.139,9.0375
2008.142,8.975
2008.144,8.7875
2008.147,8.7125
2008.150,8.6375
2008.153,8.4875
2008.156,8.4625
2008.158,8.475
2008.161,8.475
2008.167,8.45
2008.169,8.475
2008.172,8.425
2008.175,8.4
2008.178,8.4
2008.181,8.25
2008.183,8.1875
2008.186,8.15
2008.189,8.2625
2008.192,8.3375
2008.194,8.4
2008.197,8.2
2008.200,8.1375
2008.203,8.1875
2008.206,8.1125
2008.208,8.1125
2008.211,8.175
2008.214,8.125
2008.217,8.075
2008.219,8.0625
2008.222,8.1125
2008.225,8.05
2008.228,8
2008.231,8
2008.233,7.9875
2008.236,7.9625
2008.239,7.9
2008.242,7.9625
2008.244,7.925
2008.247,7.9875
2008.250,8.08
2008.250,8.2125
2008.253,8.0375
2008.256,8
2008.258,8
2008.261,8
2008.264,8.0625
2008.267,8.0125
2008.269,8.0125
2008.272,8.1375
2008.275,8.1625
2008.278,8.2375
2008.281,8.325
2008.283,8.4
2008.286,8.4
2008.289,8.4125
2008.292,8.45
2008.294,8.4875
2008.297,8.4875
2008.300,8.5
2008.303,8.4375
2008.306,8.4125
2008.308,8.4625
2008.311,8.4625
2008.314,8.525
2008.317,8.625
2008.319,8.6125
2008.322,8.55
2008.325,8.5125
2008.328,8.5125
2008.331,8.5
2008.333,8.5875
2008.336,8.6875
2008.339,8.6625
2008.342,8.65
2008.344,8.6375
2008.347,8.48
2008.350,8.4125
2008.353,8.425
2008.356,8.4375
2008.358,8.4375
2008.361,8.425
2008.364,8.475
2008.367,8.45
2008.369,8.5
2008.372,8.5625
2008.375,8.55
2008.378,8.5
2008.381,8.475
2008.383,8.4625
2008.386,8.475
2008.389,8.4875
2008.392,8.5
2008.394,8.55
2008.397,8.5
2008.400,8.5125
2008.403,8.5125
2008.406,8.4
2008.408,8.4625
2008.411,8.475
2008.414,8.4125
2008.417,8.425
2008.417,8.4375
2008.419,8.4
2008.422,8.4
2008.425,8.425
2008.428,8.4125
2008.431,8.4571
2008.433,8.5
2008.436,8.55
2008.439,8.5625
2008.442,8.9625
2008.444,8.6125
2008.447,8.5125
2008.450,8.5625
2008.453,8.65
2008.456,8.95
2008.458,8.8625
2008.461,8.925
2008.464,8.8375
2008.467,8.8125
2008.469,8.975
2008.472,9.075
2008.475,9.05
2008.478,9.1375
2008.481,9.2125
2008.483,9.325
2008.486,9.15
2008.489,9.3875
2008.492,9.4375
2008.494,9.425
2008.497,9.6875
2008.500,10.075
2008.503,10.0375
2008.506,9.7875
2008.508,9.875
2008.511,10.05
2008.514,10.1625
2008.517,10.225
2008.519,10.1625
2008.522,10.1
2008.525,10.15
2008.528,10.2875
2008.531,10.35
2008.533,10.275
2008.536,10.4
2008.539,10.425
2008.542,10.5125
2008.544,10.6625
2008.547,10.775
2008.550,11.0375
2008.553,11
2008.556,11.1
2008.558,11.1125
2008.561,10.9625
2008.564,11.7375
2008.567,11.8125
2008.569,11.8125
2008.572,11.925
2008.575,11.5875
2008.578,11.4125
2008.581,11.375
2008.583,11.375
2008.583,11.675
2008.586,11.8125
2008.589,11.8
2008.592,11.8125
2008.594,11.85
2008.597,11.875
2008.600,11.8625
2008.603,11.9
2008.606,12.0125
2008.608,12.0625
2008.611,12.125
2008.614,12.125
2008.617,12.125
2008.619,12.45
2008.622,12.3625
2008.625,12.1375
2008.628,12.075
2008.631,12.0375
2008.633,12.175
2008.636,12.24
2008.639,12.375
2008.642,12.65
2008.644,12.4875
2008.647,12.6375
2008.650,12.5
2008.653,12.375
2008.656,11.7375
2008.658,11.725
2008.661,12.0625
2008.664,12.525
2008.667,12.75
2008.667,12.7875
2008.669,12.8
2008.672,12.825
2008.675,12.7125
2008.678,12.9875
2008.681,13.0125
2008.683,13.2
2008.686,14.0375
2008.689,14.4
2008.692,14.85
2008.694,14.675
2008.697,14.55
2008.700,14.5625
2008.703,14.7
2008.706,14.6625
2008.708,14.3375
2008.711,14.25
2008.714,14.3
2008.717,14.3375
2008.719,14.2125
2008.722,14.2
2008.725,14.2375
2008.728,14.525
2008.731,14.7375
2008.733,14.7625
2008.736,14.5875
2008.739,14.525
2008.742,14.55
2008.744,14.4625
2008.747,14.725
2008.750,14.9125
2008.753,14.8
2008.756,14.475
2008.758,14.5625
2008.761,14.4875
2008.764,14.425
2008.767,14.375
2008.769,14.4
2008.772,14.5
2008.775,14.4875
2008.778,14.4875
2008.781,14.5
2008.783,14.5
2008.786,14.525
2008.789,14.5
2008.792,14.5375
2008.794,14.5
2008.797,14.475
2008.800,14.525
2008.803,14.5
2008.806,14.5
2008.808,14.4875
2008.811,14.5
2008.814,14.325
2008.817,13.35
2008.819,13.25
2008.822,13.3125
2008.825,13.25
2008.828,13.1875
2008.831,13.0375
2008.833,12.9125
2008.833,12.9375
2008.836,12.9167
2008.839,12.9375
2008.842,12.95
2008.844,12.925
2008.847,12.8125
2008.850,12.7625
2008.853,12.6875
2008.856,12.625
2008.858,12.4625
2008.861,12.475
2008.864,12.475
2008.867,12.45
2008.869,12.4875
2008.872,12.4875
2008.875,12.45
2008.878,12.2625
2008.881,12.25
2008.883,12.2625
2008.886,12.175
2008.889,12.25
2008.892,12.2
2008.894,12.2
2008.897,12.025
2008.900,12
2008.903,12.0125
2008.906,11.975
2008.908,11.8375
2008.911,11.7375
2008.914,11.7375
2008.917,11.68
2008.919,11.5875
2008.922,11.4875
2008.925,11.4125
2008.928,11.3875
2008.931,11.2875
2008.933,11.3
2008.936,11.2875
2008.939,11.1875
2008.942,11.025
2008.944,10.9875
2008.947,10.9625
2008.950,10.8625
2008.953,10.725
2008.956,10.725
2008.958,10.7
2008.961,10.6625
2008.964,10.1875
2008.967,10.4
2008.969,10.175
2008.972,9.95
2008.975,9.8
2008.978,9.7875
2008.981,9.5
2008.983,9.575
2008.986,9.7875
2008.989,9.725
2008.992,9.7625
2008.994,9.7125
2008.997,9.8
2009.000,9.7625
2009.000,9.6625
2009.003,9.675
2009.006,9.675
2009.008,9.6875
2009.011,9.66
2009.014,9.5625
2009.017,9.5
2009.019,9.425
2009.022,9.3
2009.025,9.2625
2009.028,9.1875
2009.031,9.1375
2009.033,9.175
2009.036,9.2
2009.039,9.1375
2009.042,9.1375
2009.044,9.1625
2009.047,9.15
2009.050,9.1
2009.053,9.0375
2009.056,9.0125
2009.058,9
2009.061,8.9625
2009.064,9
2009.067,8.95
2009.069,8.9875
2009.072,8.9
2009.075,8.925
2009.078,8.9375
2009.081,8.875
2009.083,8.925
2009.083,8.8125
2009.086,8.8125
2009.089,8.85
2009.092,8.9
2009.094,8.65
2009.097,8.45
2009.100,8.55
2009.103,8.4875
2009.106,8.4375
2009.108,8.475
2009.111,8.45
2009.114,8.4125
2009.117,8.4
2009.119,8.4
2009.122,8.4
2009.125,8.4
2009.128,8.4
2009.131,8.4125
2009.133,8.4125
2009.136,8.4
2009.139,8.4
2009.142,8.4
2009.144,8.4
2009.147,8.4
2009.150,8.4
2009.153,8.4
2009.156,8.4
2009.158,8.4
2009.167,8.4
2009.169,8.4
2009.172,8.4
2009.175,8.4
2009.178,8.3375
2009.181,8.3375
2009.183,8.325
2009.186,8.3625
2009.189,8.375
2009.192,8.2625
2009.194,8.225
2009.197,8.225
2009.200,8.2875
2009.203,8.3
2009.206,8.3375
2009.208,8.2875
2009.211,8.2125
2009.214,8.2
2009.217,8.1625
2009.219,8.275
2009.222,8.3375
2009.225,8.2875
2009.228,8.2625
2009.231,8.275
2009.233,8.2375
2009.236,8.175
2009.239,8.1375
2009.242,8.0375
2009.244,8.0375
2009.247,8.0833
2009.250,8.1
2009.250,8.0875
2009.253,8.1
2009.256,8.075
2009.258,8.05
2009.261,8.0375
2009.264,8.0375
2009.267,8.025
2009.269,8.0625
2009.272,8
2009.275,8
2009.278,8
2009.281,7.9875
